"ID","INCI","CAS","WE","ANNEX","COSING REF. NO."
"8595","DIHYDRO-ALPHA-TERPINOL","498-81-7","207-871-8",,"39580"
"8596","DIHYDROANETHOLE","104-45-0","203-203-4",,"39545"
"8597","DIHYDROARTEMISINIC ACID","85031-59-0","-",,"93149"
"8598","DIHYDROCARVEOL","619-01-2","210-575-1",,"39546"
"8599","DIHYDROCARVONE","7764-50-3","231-857-0",,"39547"
"8600","DIHYDROCHOLESTEROL","80-97-7","201-315-8",,"75539"
"8601","DIHYDROCHOLESTERYL BUTYRATE","59000-59-8","-",,"33323"
"8602","DIHYDROCHOLESTERYL ISOSTEARATE","87677-90-5","-",,"33324"
"8603","DIHYDROCHOLESTERYL MACADAMIATE","226994-24-7","-",,"33325"
"8604","DIHYDROCHOLESTERYL NONANOATE","15010-09-0","-",,"33326"
"8605","DIHYDROCHOLESTERYL OCTYLDECANOATE","-","-",,"75544"
"8606","DIHYDROCHOLESTERYL OLEATE","2078-50-4","-",,"33328"
"8607","DIHYDROCHOLETH-15","-","-",,"75546"
"8608","DIHYDROCHOLETH-20","-","-",,"75547"
"8609","DIHYDROCHOLETH-30","-","-",,"75548"
"8610","DIHYDROCITRONELLOL","106-21-8","203-374-5",,"55735"
"8611","DIHYDROCITRONELLYL ACETATE","20780-49-8","244-034-6",,"39549"
"8612","DIHYDROCITRONELLYLBUTYRATE","67874-80-0","267-508-4",,"39550"
"8613","DIHYDROCITRONELLYLETHYL ETHER","22810-10-2","245-237-2",,"39551"
"8614","DIHYDROCOUMARIN","119-84-6","204-354-9",,"84648"
"8615","DIHYDROEUGENOL","2785-87-7","220-499-0",,"39552"
"8616","DIHYDROFARNESOL","51411-24-6","-",,"94657"
"8617","DIHYDROGENATED PALMOYL HYDROXYETHYLMONIUM METHOSULFATE","223136-63-8","-",,"33333"
"8618","DIHYDROGENATED PALMOYLETHYL HYDROXYETHYLMONIUM METHOSULFATE","-","-",,"55736"
"8619","DIHYDROGENATED TALLOW BENZYLMONIUM CHLORIDE","61789-73-9","263-082-9/629-705-7",,"33334"
"8620","DIHYDROGENATED TALLOW BENZYLMONIUM HECTORITE","97952-68-6","308-361-9",,"33335"
"8621","DIHYDROGENATED TALLOW HYDROXYETHYLMONIUM METHOSULFATE","-","-",,"33336"
"8622","DIHYDROGENATED TALLOW METHYLAMINE","61788-63-4","262-991-8/627-132-7",,"33337"
"8623","DIHYDROGENATED TALLOW PHTHALATE","99035-59-3","308-925-4",,"75554"
"8624","DIHYDROGENATED TALLOW PHTHALIC ACID AMIDE","127733-92-0","-",,"33339"
"8625","DIHYDROGENATED TALLOWAMIDOETHYL HYDROXYETHYLMONIUM CHLORIDE","91673-13-1","294-127-0",,"33340"
"8626","DIHYDROGENATED TALLOWAMIDOETHYL HYDROXYETHYLMONIUM METHOSULFATE","91995-81-2 (generic)","295-344-3",,"33341"
"8627","DIHYDROGENATED TALLOWETHYL HYDROXYETHYLMONIUM METHOSULFATE","-","-",,"33343"
"8628","DIHYDROGENATED TALLOWOYLETHYL HYDROXYETHYLMONIUM METHOSULFATE","-","-",,"33344"
"8629","DIHYDROGERANIAL DIPHENETHYL ACETAL","68140-52-3","268-804-6",,"39553"
"8630","DIHYDROGERANYL ISOVALERATE","68922-10-1","272-982-0",,"39558"
"8631","DIHYDROGERANYL TIGLATE","24717-85-9","246-426-2",,"39559"
"8632","DIHYDROGERANYLACETONE","1322-58-3 / 4433-36-7","215-340-7 / 224-634-4",,"39556"
"8633","DIHYDROGERANYLIDENE-BIS-INDOLE","67801-16-5","267-136-2",,"39557"
"8634","DIHYDROISOJASMONE","95-41-0","202-417-5",,"39560"
"8635","DIHYDROJASMONE","1128-08-1","214-434-5",,"39561"
"8636","DIHYDROLANOSTEROL","79-62-9","-",,"75561"
"8637","DIHYDROMYRCENE","2436-90-0","219-433-3",,"39572"
"8638","DIHYDROMYRCENYL ACETATE","53767-93-4","258-751-7",,"39574"
"8639","DIHYDROMYRICETIN","27200-12-0","-",,"55737"
"8640","DIHYDROOCIMENYL FORMATE","25279-09-8","246-788-1",,"39575"
"8641","DIHYDROPHYTOSTERYL OCTYLDECANOATE","-","-",,"75562"
"8642","DIHYDROPSEUDOIONONE","689-67-8","211-711-2",,"39577"
"8643","DIHYDROQUERCETIN","480-18-2","207-543-4",,"85413"
"8644","DIHYDROQUERCETIN DITHIOLANEPENTYL ETHER","-","-",,"95091"
"8645","DIHYDROQUERCETIN GLUCOSIDE","-","-",,"88133"
"8646","DIHYDROQUERCETIN PENTACAPRYLATE","-","-",,"94848"
"8647","DIHYDROQUERCETIN TETRACAPRYLATE","-","-",,"95637"
"8648","DIHYDROTERPINYL ACETATE","80-25-1","201-264-1",,"39581"
"8649","DIHYDROXY METHYLCHROMONE","1013-69-0","-",,"85540"
"8650","DIHYDROXY METHYLCHROMONYL PALMITATE","1387636-35-2","-",,"92050"
"8651","DIHYDROXYACETIC ACID","-","-",,"97672"
"8652","DIHYDROXYACETONE","96-26-4","202-494-5","III/322","75563"
"8653","DIHYDROXYBENZYL ADAMANTANYLDIMETHOXYBENZAMIDE","-","-",,"91651"
"8654","DIHYDROXYBENZYL BUTYROLACTONE","-","-",,"96897"
"8655","DIHYDROXYBENZYLIDENE SUCCINIMIDE","-","-",,"96139"
"8656","DIHYDROXYBENZYLIDINE THIAZOLIDINEDIONE","1208535-06-1","-",,"91747"
"8657","DIHYDROXYBIPHENYL","92-88-6","202-200-5",,"83527"
"8658","DIHYDROXYCHALCONE DISULFONIC ACID","-","-",,
"8659","DIHYDROXYCHALCONE SULFONIC ACID","2644621-92-9","-",,
"8660","DIHYDROXYDIMETHOXYCHALCONE","227098-46-6","-",,"94370"
"8661","DIHYDROXYETHYL C12-15 ALKOXYPROPYLAMINE OXIDE","71486-82-3","275-530-0",,"33349"
"8662","DIHYDROXYETHYL C8-10 ALKOXYPROPYLAMINE OXIDE","-","-",,"75565"
"8663","DIHYDROXYETHYL C9-11 ALKOXYPROPYLAMINE OXIDE","-","-",,"75566"
"8664","DIHYDROXYETHYL COCAMINE DIOLEATE","-","-",,"55739"
"8665","DIHYDROXYETHYL COCAMINE OXIDE","61791-47-7","263-180-1",,"75567"
"8666","DIHYDROXYETHYL LAURAMINE OXIDE","2530-44-1","-",,"75568"
"8667","DIHYDROXYETHYL OLEYL GLYCINATE","-","-",,"75591"
"8668","DIHYDROXYETHYL SOY GLYCINATE","-","-",,"55793"
"8669","DIHYDROXYETHYL SOYAMINE DIOLEATE","-","-",,"75592"
"8670","DIHYDROXYETHYL STEARAMINE OXIDE","14048-77-2","-",,"75593"
"8671","DIHYDROXYETHYL STEARYL GLYCINATE","24170-14-7","246-056-1",,"33358"
"8672","DIHYDROXYETHYL TALLOW GLYCINATE","61791-25-1","-",,"75595"
"8673","DIHYDROXYETHYL TALLOWAMINE DIOLEATE","-","-",,"55794"
"8674","DIHYDROXYETHYL TALLOWAMINE HCL","68132-78-5","-",,"33360"
"8675","DIHYDROXYETHYL TALLOWAMINE OLEATE","68439-43-0","270-404-1",,"75597"
"8676","DIHYDROXYETHYL TALLOWAMINE OXIDE","61791-46-6","263-179-6",,"75598"
"8677","DIHYDROXYETHYL TALLOWAMINE/IPDI COPOLYMER","223705-29-1","-",,"75599"
"8678","DIHYDROXYETHYL TOLUIDINE","3077-12-1","221-359-1",,"55795"
"8679","DIHYDROXYETHYLAMINO HYDROXYPROPYL OLEATE","-","-",,"75600"
"8680","DIHYDROXYINDOLE","3131-52-0","412-130-9","III/207","33365"
"8681","DIHYDROXYINDOLINE","29539-03-5","-","III/204","55796"
"8682","DIHYDROXYINDOLINE HBR","138937-28-7","421-170-6","III/204","55797"
"8683","DIHYDROXYISOPROPYL CAPRYLOYLCAPRYLAMIDE","756875-51-1","-",,"55798"
"8684","DIHYDROXYISOPROPYL PALMOYLPALMAMIDE","-","-",,"55799"
"8685","DIHYDROXYLIGNOCEROYL PHYTOSPHINGOSINE","-","-",,"95408"
"8686","DIHYDROXYMETHOXY DIHYDROCHALCONE","1047973-87-4","-",,"87506"
"8687","DIHYDROXYMETHOXYCHALCONE","19304-14-9","-",,"86943"
"8688","DIHYDROXYMETHYLSILYLPROPOXY HYDROXYPROPYL HYDROLYZED CASEIN","-","-",,"55800"
"8689","DIHYDROXYPHENYL BENZIMIDAZOLE CARBOXYLIC ACID","174533-99-4","-",,"93159"
"8690","DIHYDROXYPROPYL ARGININE","-","-",,"94649"
"8691","DIHYDROXYPROPYL ARGININE HCL","787607-61-8","-",,"55801"
"8692","DIHYDROXYPROPYL CYSTINE","-","-",,"95088"
"8693","DIHYDROXYPROPYL DEHYDROLATANOPROSTAMIDE","-","-",,"93494"
"8694","DIHYDROXYPROPYL DIDEHYDROLATANOPROSTAMIDE","-","-",,"90629"
"8695","DIHYDROXYPROPYL HYDROLYZED CASEIN","-","-",,"86150"
"8696","DIHYDROXYPROPYL N-METHYLLAURAMIDE","152390-62-0","-",,"91414"
"8697","DIHYDROXYPROPYL PEG-10 STEARAMMONIUM CHLORIDE","-","-",,"55802"
"8698","DIHYDROXYPROPYL PEG-5 LINOLEAMMONIUM CHLORIDE","-","-",,"55803"
"8699","DIHYDROXYPROPYL PG-GLUCOSIDE","-","-",,"55804"
"8700","DIHYDROXYPROPYL PROLINE","-","-",,
"8701","DIHYDROXYPROPYLTRIMONIUM CHLORIDE","34004-36-9","251-783-2",,"86263"
"8702","DIIODOMETHYLTOLYLSULFONE","20018-09-1","243-468-3",,"33367"
"8703","DIISOAMYL MALATE","-","-",,"55805"
"8704","DIISOAMYL SEBACATE","10340-42-8","233-736-8 (I)",,"92144"
"8705","DIISOBUTYL ADIPATE","141-04-8","205-450-3",,"75603"
"8706","DIISOBUTYL DICYANOPERYLENEDICARBOXYLATE","100443-95-6","-",,"94347"
"8707","DIISOBUTYL GLUTARATE","71195-64-7","275-257-7",,"87207"
"8708","DIISOBUTYL MALEATE","14234-82-3","238-102-4",,"85583"
"8709","DIISOBUTYL OXALATE","13784-89-9","237-442-0",,"33369"
"8710","DIISOBUTYL SODIUM SULFOSUCCINATE","127-39-9","204-839-5",,"75605"
"8711","DIISOBUTYL SUCCINATE","925-06-4","213-113-7",,"87208"
"8712","DIISOBUTYLENE","107-39-1","-",,"98475"
"8713","DIISOCETYL ADIPATE","57533-90-1 / 58262-41-2 / 59686-69-0","260-799-9 / 261-193-7 / 261-857-6",,"75606"
"8714","DIISOCETYL DODECANEDIOATE","131252-83-0","-",,"55806"
"8715","DIISODECYL ADIPATE","27178-16-1","248-299-9",,"75607"
"8716","DIISONONYL ADIPATE","33703-08-1","251-646-7",,"75608"
"8717","DIISONONYL ETHER","-","-",,"82960"
"8718","DIISONONYL ISOEICOSANEDIOATE","1917308-68-9","-",,"95236"
"8719","DIISONONYL PHTHALATE","28553-12-0, 68515-48-0","271-090-9, 249-079-5",,"96389"
"8720","DIISOOCTYL ADIPATE","108-63-4","203-601-8",,"55807"
"8721","DIISOOCTYL SEBACATE","10340-41-7","-",,"82365"
"8722","DIISOOCTYL SUCCINATE","28880-24-2","249-282-9 (I)",,"95979"
"8723","DIISOPROPANOLAMINE","110-97-4","203-820-9",,"84556"
"8724","DIISOPROPANOLAMINE/METHYLHEXAHYDROPHTHALIC ANHYDRIDE ETHYLHEXANOATE COPOLYMER","1590416-18-4","-",,"93225"
"8725","DIISOPROPANOLAMINE/METHYLHEXAHYDROPHTHALIC ANHYDRIDE NONANOATE COPOLYMER","-","-",,"93369"
"8726","DIISOPROPYL ADIPATE","6938-94-9","230-072-0",,"75609"
"8727","DIISOPROPYL BENZALDEHYDE","68459-95-0","270-621-1",,"39583"
"8728","DIISOPROPYL CAPRYLYL PHOSPHINE OXIDE","2959-63-9","-",,"92010"
"8729","DIISOPROPYL DIMER DILINOLEATE","-","-",,"75610"
"8730","DIISOPROPYL ETHYL CINNAMATE","-","-",,"55808"
"8731","DIISOPROPYL HEPTYL PHOSPHINE OXIDE","1487170-15-9","-",,"92022"
"8732","DIISOPROPYL METHYL CINNAMATE","32580-71-5","-",,"33376"
"8733","DIISOPROPYL NONYL PHOSPHINE OXIDE","1507344-37-7","-",,"94352"
"8734","DIISOPROPYL OXALATE","615-81-6","210-448-0",,"33377"
"8735","DIISOPROPYL SEBACATE","7491-02-3","231-306-4",,"75613"
"8736","DIISOPROPYLAMINE","108-18-9","203-558-5",,"84557"
"8737","DIISOSTEARAMIDOPROPYL EPOXYPROPYLMONIUM CHLORIDE","220637-45-6","-",,"33379"
"8738","DIISOSTEAROYL POLYGLYCERYL-3 DIMER DILINOLEATE","-","-",,"55809"
"8739","DIISOSTEAROYL TRIMETHYLOLPROPANE SILOXY SILICATE","-","-",,"75615"
"8740","DIISOSTEARYL ADIPATE","62479-36-1 / 155613-91-5 / 68204-80-2","-",,"75616"
"8741","DIISOSTEARYL DIMER DILINOLEATE","103213-19-0","-",,"75617"
"8742","DIISOSTEARYL FUMARATE","112385-09-8 / 113431-53-1 / 680206-25-1","- / - / -",,"75618"
"8743","DIISOSTEARYL GLUTARATE","-","-",,"75619"
"8744","DIISOSTEARYL LAUROYL GLUTAMATE","-","-",,"87007"
"8745","DIISOSTEARYL MALATE","67763-18-2 / 81230-05-9","267-041-6",,"75620"
"8746","DIISOSTEARYL SEBACATE","-","-",,"55810"
"8747","DIISOTRIDECYL LAUROYL GLUTAMATE","-","-",,"89482"
"8748","DILAURETH-10 PHOSPHATE","-","-",,"75621"
"8749","DILAURETH-4 DIMONIUM CHLORIDE","-","-",,"75622"
"8750","DILAURETH-4 PHOSPHATE","-","-",,"75623"
"8751","DILAURETH-7 CITRATE","-","-",,"75569"
"8752","DILAUROYL 3-GLYCERYL ASCORBATE","-","-",,"94214"
"8753","DILAUROYL TRIMETHYLOLPROPANE SILOXY SILICATE","-","-",,"75570"
"8754","DILAURYL ACETYL DIMONIUM CHLORIDE","90283-04-8","-",,"75571"
"8755","DILAURYL CITRATE","25637-88-1","247-146-3",,"75572"
"8756","DILAURYL ETHER","4542-57-8","224-895-4",,"86799"
"8757","DILAURYL MALEATE/C20 OLEFIN COPOLYMER","-","-",,"87032"
"8758","DILAURYL THIODIPROPIONATE","123-28-4","204-614-1",,"75573"
"8759","DILAURYLDIMONIUM CHLORIDE","3401-74-9","222-274-2",,"33394"
"8760","DILINOLEAMIDOPROPYL DIMETHYLAMINE","-","-",,"75575"
"8761","DILINOLEAMIDOPROPYL DIMETHYLAMINE DIMETHICONE PEG-7 PHOSPHATE","138698-34-7","-",,"55740"
"8762","DILINOLEIC ACID","6144-28-1 / 26085-09-6","-",,"75576"
"8763","DILINOLEIC ACID/BUTANEDIOL COPOLYMER","-","-",,"55741"
"8764","DILINOLEIC ACID/DILINOLEYL ALCOHOL/PROPANEDIOL COPOLYMER","-","-",,"90635"
"8765","DILINOLEIC ACID/ETHYLENEDIAMINE COPOLYMER","-","-",,"75577"
"8766","DILINOLEIC ACID/GLYCOL COPOLYMER","68855-78-7","-",,"55742"
"8767","DILINOLEIC ACID/PROPANEDIOL COPOLYMER","-","-",,"86911"
"8768","DILINOLEIC ACID/SEBACIC ACID/PIPERAZINE/ETHYLENEDIAMINE COPOLYMER","-","-",,"55743"
"8769","DILINOLEYL ALCOHOL","-","-",,"95286"
"8770","DILINOLEYL ALCOHOL/IPDI COPOLYMER","224948-76-9","-",,"33399"
"8771","DILITHIUM OXALATE","553-91-3","209-054-1",,"33400"
"8772","DILSEA CARNOSA EXTRACT","-","-",,"86020"
"8773","DIMALTOSYL CYCLODEXTRIN","-","-",,"87060"
"8774","DIMER AMIDE","-","-",,"91465"
"8775","DIMER DILINOLEAMIDOPROPYL DIBETAINE","-","-",,"82848"
"8776","DIMER DILINOLEAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE","-","-",,"55744"
"8777","DIMER DILINOLEATE/ETHYLENEDIAMINE COPOLYMER ACETATE","-","-",,"83153"
"8778","DIMER DILINOLEYL BIS-LAUROYL SARCOSINATE/MYRISTOYL METHYL BETA-ALANINATE","-","-",,"87153"
"8779","DIMER DILINOLEYL BIS-LAUROYLGLUTAMATE/LAUROYLSARCOSINATE","-","-",,"87201"
"8780","DIMER DILINOLEYL BIS-POLYRICINOLEATE","-","-",,"98374"
"8781","DIMER DILINOLEYL DIISOSTEARATE","-","-",,"55745"
"8782","DIMER DILINOLEYL DIMER DILINOLEATE","-","-",,"55746"
"8783","DIMER DILINOLEYL DIMER DILINOLEATE/IPDI COPOLYMER","-","-",,"89705"
"8784","DIMER DILINOLEYL HYDROGENATED ROSINATE","-","-",,"55747"
"8785","DIMER DILINOLEYL ISOSTEARATE","-","-",,"55748"
"8786","DIMER D-PHENYLALANYL TRIPEPTIDE-75","-","-",,"97659"
"8787","DIMER ROSIN","65997-05-9","500-163-2",,"90779"
"8788","DIMER TRIPEPTIDE-43","-","-",,"88869"
"8789","DIMETHICONE","63148-62-9 / 9006-65-9 / 9016-00-6","- / - / -",,"33401"
"8790","DIMETHICONE CROSSPOLYMER","-","-",,"55749"
"8791","DIMETHICONE CROSSPOLYMER-3","-","-",,"55750"
"8792","DIMETHICONE ETHOXY GLUCOSIDE","-","-",,"55751"
"8793","DIMETHICONE HYDROXYPROPYL TRIMONIUM CHLORIDE","133779-10-9","-",,"33432"
"8794","DIMETHICONE METHACRYLATE","-","-",,"95154"
"8795","DIMETHICONE PEG/PPG-12/4 PHOSPHATE","-","-",,"55752"
"8796","DIMETHICONE PEG/PPG-20/23 BENZOATE","-","-",,"55753"
"8797","DIMETHICONE PEG/PPG-7/4 PHOSPHATE","-","-",,"55754"
"8798","DIMETHICONE PEG-10 PHOSPHATE","132207-31-9","-",,"55755"
"8799","DIMETHICONE PEG-15 ACETATE","-","-",,"55756"
"8800","DIMETHICONE PEG-3 LAURATE","-","-",,"89952"
"8801","DIMETHICONE PEG-7 AVOCADOATE","-","-",,"55757"
"8802","DIMETHICONE PEG-7 COCOATE","-","-",,"55758"
"8803","DIMETHICONE PEG-7 ISOSTEARATE","133448-16-5","-",,"55759"
"8804","DIMETHICONE PEG-7 LACTATE","-","-",,"55760"
"8805","DIMETHICONE PEG-7 OCTYLDODECYL CITRATE","-","-",,"55761"
"8806","DIMETHICONE PEG-7 OLIVATE","-","-",,"55762"
"8807","DIMETHICONE PEG-7 PHOSPHATE","132207-31-9","-",,"55763"
"8808","DIMETHICONE PEG-7 PHTHALATE","-","-",,"55764"
"8809","DIMETHICONE PEG-7 SUCCINATE","-","-",,"55765"
"8810","DIMETHICONE PEG-7 SULFATE","-","-",,"55766"
"8811","DIMETHICONE PEG-7 UNDECYLENATE","-","-",,"55767"
"8812","DIMETHICONE PEG-8 ADIPATE","-","-",,"55768"
"8813","DIMETHICONE PEG-8 AVOCADOATE","-","-",,"55769"
"8814","DIMETHICONE PEG-8 BEESWAX","-","-",,"55770"
"8815","DIMETHICONE PEG-8 BENZOATE","-","-",,"55771"
"8816","DIMETHICONE PEG-8 BORAGEATE","-","-",,"55772"
"8817","DIMETHICONE PEG-8 ISOSTEARATE","133448-16-5","-",,"55773"
"8818","DIMETHICONE PEG-8 LANOLATE","-","-",,"55774"
"8819","DIMETHICONE PEG-8 LAURATE","-","-",,"55775"
"8820","DIMETHICONE PEG-8 MEADOWFOAMATE","-","-",,"55776"
"8821","DIMETHICONE PEG-8 OLIVATE","-","-",,"55777"
"8822","DIMETHICONE PEG-8 PHOSPHATE","-","-",,"55778"
"8823","DIMETHICONE PEG-8 PHTHALATE","-","-",,"55779"
"8824","DIMETHICONE PEG-8 POLYACRYLATE","217958-64-0","-",,"55780"
"8825","DIMETHICONE PEG-8 SUCCINATE","-","-",,"55781"
"8826","DIMETHICONE PG-DIETHYLMONIUM CHLORIDE","588707-20-4","-",,"86519"
"8827","DIMETHICONE PG-SUNFLOWERSEEDATE","-","-",,"96151"
"8828","DIMETHICONE PROPYL PG-BETAINE","-","-",,"75582"
"8829","DIMETHICONE PROPYLETHYLENEDIAMINE BEHENATE","132207-30-8","-",,"75583"
"8830","DIMETHICONE SILYLATE","-","-",,"75584"
"8831","DIMETHICONE/AMINOPROPYL SILSESQUIOXANE COPOLYMER","-","-",,"93588"
"8832","DIMETHICONE/BIS-ISOBUTYL PPG-20 CROSSPOLYMER","-","-",,"86298"
"8833","DIMETHICONE/BIS-VINYLDIMETHICONE/SILSESQUIOXANE CROSSPOLYMER","-","-",,"85711"
"8834","DIMETHICONE/DIVINYLDIMETHICONE/SILSESQUIOXANE CROSSPOLYMER","-","-",,"55782"
"8835","DIMETHICONE/LAURYL DIMETHICONE/BIS-VINYLDIMETHICONE CROSSPOLYMER","-","-",,"87300"
"8836","DIMETHICONE/MERCAPTOPROPYL METHICONE COPOLYMER","-","-",,"75585"
"8837","DIMETHICONE/METHICONE COPOLYMER","68037-59-2","-",,"55783"
"8838","DIMETHICONE/PEG-10 CROSSPOLYMER","-","-",,"55784"
"8839","DIMETHICONE/PEG-10/15 CROSSPOLYMER","-","-",,"55785"
"8840","DIMETHICONE/PEG-15 CROSSPOLYMER","-","-",,"55786"
"8841","DIMETHICONE/PEG-3/PPG-15 CROSSPOLYMER","1608475-69-9","-",,"96150"
"8842","DIMETHICONE/PHENYL SILSESQUIOXANE/PHENYL BIS-SILSESQUIOXANE CROSSPOLYMER","-","-",,"92004"
"8843","DIMETHICONE/PHENYL VINYL DIMETHICONE CROSSPOLYMER","243137-51-1","-",,"33437"
"8844","DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER","-","-",,"55787"
"8845","DIMETHICONE/PPG-20 CROSSPOLYMER","-","-",,"86296"
"8846","DIMETHICONE/SILSESQUIOXANE COPOLYMER","68440-84-6","-",,"55788"
"8847","DIMETHICONE/TITANATE CROSSPOLYMER","-","-",,"55789"
"8848","DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER","869736-22-1(1) / 1121910-42-6(2) / 156065-02-0(3) / 1361557-91-6(4) / 243137-53-3(5)","-",,"33439"
"8849","DIMETHICONE/VINYL DIMETHICONE/OLEYL ERUCATE CROSSPOLYMER","-","-",,"97243"
"8850","DIMETHICONE/VINYL DIMETHICONE/POLYGLYCERYL-10 HEPTAOLEATE CROSSPOLYMER","-","-",,"97244"
"8851","DIMETHICONE/VINYL DIMETHICONE/POLYGLYCERYL-2 DIOLEATE CROSSPOLYMER","-","-",,"97242"
"8852","DIMETHICONE/VINYLTRIMETHYLSILOXYSILICATE CROSSPOLYMER","-","-",,"55790"
"8853","DIMETHICONOL","31692-79-2 / 70131-67-8","-",,"75588"
"8854","DIMETHICONOL ARGININE","-","-",,"55791"
"8855","DIMETHICONOL BEESWAX","227200-35-3","-",,"33441"
"8856","DIMETHICONOL BEHENATE","-","-",,"87090"
"8857","DIMETHICONOL BORAGEATE","226994-45-2","-",,"33443"
"8858","DIMETHICONOL CANDELILLATE","-","-",,"55792"
"8859","DIMETHICONOL CARNAUBATE","-","-",,"55909"
"8860","DIMETHICONOL CYSTEINE","-","-",,"55910"
"8861","DIMETHICONOL DHUPA BUTTERATE","243981-39-7","-",,"33444"
"8862","DIMETHICONOL FLUOROALCOHOL DILINOLEIC ACID","-","-",,"75844"
"8863","DIMETHICONOL HYDROXYSTEARATE","133448-13-2","-",,"75845"
"8864","DIMETHICONOL ILLIPE BUTTERATE","-","-",,"33447"
"8865","DIMETHICONOL ISOSTEARATE","133448-14-3","-",,"75847"
"8866","DIMETHICONOL KOKUM BUTTERATE","226994-48-5","-",,"33449"
"8867","DIMETHICONOL LACTATE","227200-33-1","-",,"33450"
"8868","DIMETHICONOL MEADOWFOAMATE","-","-",,"55911"
"8869","DIMETHICONOL METHIONINE","-","-",,"55912"
"8870","DIMETHICONOL MOHWA BUTTERATE","225233-88-5","-",,"33451"
"8871","DIMETHICONOL PANTHENOL","-","-",,"55913"
"8872","DIMETHICONOL SAL BUTTERATE","-","-",,"33452"
"8873","DIMETHICONOL STEARATE","130169-63-0","-",,"75852"
"8874","DIMETHICONOL/AMINOPROPYL SILSESQUIOXANE COPOLYMER","-","-",,
"8875","DIMETHICONOL/IPDI COPOLYMER","193281-67-3","-",,"33454"
"8876","DIMETHICONOL/METHYLSILANOL/SILICATE CROSSPOLYMER","69856-02-6","-",,"55914"
"8877","DIMETHICONOL/SILICA CROSSPOLYMER","-","-",,"83014"
"8878","DIMETHICONOL/SILSESQUIOXANE COPOLYMER","68554-67-6","-",,"33455"
"8879","DIMETHICONOL/STEARYL METHICONE/PHENYL TRIMETHICONE COPOLYMER","-","-",,"33456"
"8880","DIMETHICONYL SILICATE","-","-",,"89036"
"8881","DIMETHICONYLPROPYL PG-METHYLDIETHONIUM CHLORIDE","-","-",,"88165"
"8882","DIMETHOXY DI-P-CRESOL","13990-86-8","-",,"55915"
"8883","DIMETHOXYAPIGENIN","520-32-1","-",,"90952"
"8884","DIMETHOXYBENZAMIDO PHENYLHYDROXYLACETAMIDE","-","-",,"82346"
"8885","DIMETHOXYBENZYL ALCOHOL","93-03-8","202-212-0",,"82891"
"8886","DI-METHOXYCINNAMIDOPROPYL ETHYLDIMONIUM CHLORIDE ETHER","-","-",,"55916"
"8887","DIMETHOXYDIGLYCOL","111-96-6","203-924-4",,"84643"
"8888","DIMETHOXYDIPHENYLSILANE/TRIETHOXYCAPRYLYLSILANE CROSSPOLYMER","-","-",,"83001"
"8889","DIMETHOXYPHENETHYL RESORCINOL","1206192-99-5","-",,"94659"
"8890","DIMETHOXYPHENYL PHENYLOXOETHYL ETHYLCARBONATE","769122-28-3","-",,"89537"
"8891","DIMETHOXYSILYL ETHYLENEDIAMINOPROPYL DIMETHICONE","71750-80-6","-",,"75856"
"8892","DIMETHOXYTOLYL PROPYLRESORCINOL","869743-37-3","-",,"86384"
"8893","DIMETHYL 2,6-NAPHTHALATE","840-65-3","212-661-4",,"85689"
"8894","DIMETHYL 9-DECENAMIDE","1356964-77-6","-",,"93150"
"8895","DIMETHYL ACRYLAMIDE/HYDROXYETHYL ACRYLATE/METHOXYETHYL ACRYLATE COPOLYMER","-","-",,"86152"
"8896","DIMETHYL ADIPATE","627-93-0","211-020-6",,"75857"
"8897","DIMETHYL ASPARTIC ACID","1115-22-6","-",,"33459"
"8898","DIMETHYL BEHENAMINE","21542-96-1","244-433-5",,"33460"
"8899","DIMETHYL BENZENEBUTANOL","92585-24-5","402-770-7",,"39586"
"8900","DIMETHYL BRASSYLATE","1472-87-3","216-012-6",,"75860"
"8901","DIMETHYL CAPRAMIDE","14433-76-2","238-405-1",,"55917"
"8902","DIMETHYL CARBONATE","616-38-6","210-478-4",,"55918"
"8903","DIMETHYL COCAMINE","61788-93-0","263-020-0",,"33462"
"8904","DIMETHYL CYSTINATE","1069-29-0 / 78271-08-6","-",,"75862"
"8905","DIMETHYL DECADIENAL","762-26-5","212-096-3",,"55919"
"8906","DIMETHYL DIACETYL CYSTINATE","139612-43-4","-",,"55920"
"8907","DIMETHYL DICAPROYL CYSTINATE","139416-29-8","-",,"55921"
"8908","DIMETHYL ETHER","115-10-6","204-065-8",,"75863"
"8909","DIMETHYL GLUTAMIC ACID","6312-54-5","-",,"75864"
"8910","DIMETHYL GLUTARATE","1119-40-0","214-277-2/906-170-0",,"33467"
"8911","DIMETHYL HEPTENAL","106-72-9","203-427-2",,"86269"
"8912","DIMETHYL HEXAHYDRONAPHTHYL DIHYDROXYMETHYL ACETAL","73970-40-8","-",,"75866"
"8913","DIMETHYL HYDROGENATED TALLOWAMINE","61788-95-2","263-022-1",,"33469"
"8914","DIMETHYL HYDROXYMETHYL PYRAZOLE","85264-33-1","286-553-0",,"33470"
"8915","DIMETHYL IMIDAZOLIDINONE","80-73-9","201-304-8",,"75869"
"8916","DIMETHYL ISOPROPANOLAMINE","108-16-7","203-556-4",,"55922"
